F1,F2,F3,F4,F5,Ex1,Ex2,Ex3,Avg
3,28,46,0.2,0.15,0.00033601019972204216,0.00023958362836926095,0.00041325429922059453,0.0003296160424372992
3,23,88,0.8,0.3,0.00035635166247866,0.00024830663690131316,0.00034228963043889116,0.0003156493099396214
3,23,53,0.5,0.8,0.0005183880669601959,0.00032557296149490766,0.0004941017225025268,0.0004460209169858768
3,44,61,0.85,0.25,0.0003132471636163314,0.00019748745204456464,0.000262454623796482,0.00025772974648579267
3,50,20,0.55,0.15,0.00021493963214722078,0.0002542606135802761,0.00020581205115713375,0.00022500409896154353
3,20,23,0.25,0.25,0.00034803619553488985,0.0006446858715863646,0.00041970164188254167,0.00047080790300126535
3,63,82,0.7,0.5,0.0002775781621787987,0.00020062064439338445,0.00020049510102757018,0.0002262313025332511
3,69,45,0.8,0.5,0.0001604939851699294,0.000242613574307049,0.0002422460749881561,0.00021511787815504482
3,32,66,0.55,0.5,0.0004522925609600492,0.00034467334262772154,0.00035659420470926517,0.000384520036099012
3,40,50,0.6,0.65,0.00024336377672803944,0.00031339528748436374,0.00033343302923127816,0.00029673069781456046
3,45,55,0.5,0.5,0.0002930044607490634,0.00035375650067290265,0.00037363288538519446,0.0003401312822690535
3,80,43,0.25,0.2,0.0002450551633785547,0.00014698870407417464,0.00016598680420762402,0.00018601022388678445
3,11,37,0.25,0.35,0.0006146123640849432,0.0007826855479426964,0.0007999849380758983,0.0007324276167011793
3,85,20,0.3,0.5,0.0002084812327826091,6.481233858271485e-05,0.0001439830466832548,0.0001390922060161929
3,89,17,0.3,0.85,0.00018023297964087082,0.0001945766981630015,0.0002534730964698362,0.0002094275914245695
3,58,63,0.3,0.3,0.00016975980156722081,0.00019467189611221958,0.00022535584656796503,0.00019659584808246847
3,77,90,0.1,0.8,0.00013546705955783112,9.878918936098713e-05,0.0002544282486353078,0.00016289483251804202
3,70,76,0.65,0.9,0.0002167013896431924,0.00022565472823868338,0.0001809699488135308,0.00020777535556513552
3,86,65,0.35,0.3,0.0001495842609872955,0.00021400217795219945,7.354188933914041e-05,0.00014570944275954512
3,26,99,0.5,0.1,0.00042455094901625023,0.0002653613670752786,0.0003318431678008271,0.000340585161297452
3,29,99,0.75,0.55,0.000332516625436291,0.000270740442990719,0.0004009789517158413,0.0003347453400476171
3,16,62,0.9,0.2,0.0005523412207522338,0.0005273033612714917,0.00048568019197769985,0.0005217749246671418
3,74,31,0.65,0.45,0.00018118060587996032,0.00027220089214771703,0.00022274636222316402,0.00022537595341694713
3,93,84,0.9,0.4,0.0001883200764038473,0.00012391172494286007,0.00012101653184140582,0.00014441611106270438
3,72,79,0.7,0.1,0.00017516552237387129,0.00023654854715224327,0.00019769981563796946,0.00020313796172136134
3,29,11,0.45,0.1,0.0003873273909702768,0.00047726938273087716,0.0004213620678037433,0.0004286529471682991
3,85,69,0.35,0.4,0.0001492742252982293,0.00011020256571095399,0.00023447080851218827,0.0001646491998404572
3,16,44,0.9,0.65,0.0005589713443455158,0.0006731129686194659,0.0005854024483602227,0.0006058289204417348
3,14,28,0.9,0.7,0.0005918763743162359,0.000371300461696783,0.0004786443549240904,0.0004806070636457031
3,25,25,0.65,0.4,0.00034792371608435846,0.0002713912011169106,0.0004959798042499797,0.00037176490715041627
3,71,46,0.6,0.5,0.00014896493012866996,0.000256954065613213,0.00020632210302434784,0.00020408036625541026
3,44,30,0.8,0.35,0.00020278360556358344,0.0002565994636627156,0.00027731342760017874,0.00024556549894215923
4,43,63,0.4,0.9,0.00034875115361857056,0.00039753843878306827,0.00041749748114516816,0.00038792902451560235
4,14,37,0.65,0.45,0.0007143230648634091,0.0009328162107210269,0.0008283402985197752,0.0008251598580347371
4,82,29,0.9,0.55,0.0002537354734908348,0.00025037768025840124,0.0002218304064695864,0.00024198118673960747
4,67,42,0.8,0.5,0.0002480140528104968,0.0004471715655549324,0.0002503066994929415,0.00031516410595279026
4,32,42,0.6,0.5,0.0004523241208687079,0.0005255597826137604,0.0003809153677391819,0.0004529330904072167
4,49,18,0.45,0.15,0.0003719975593330094,0.0003697622689247948,0.0003663574552257298,0.0003693724278278447
4,30,77,0.2,0.3,0.0005269217475556975,0.0005014680369019864,0.0006750577691085058,0.0005678158511887299
4,89,90,0.1,0.9,0.00026322386611538073,0.0002482908846137277,0.00017058404178155184,0.0002273662641702201
4,26,62,0.25,0.15,0.00039846870798890266,0.00048675124520652924,0.0004576252130202574,0.0004476150554052298
4,94,44,0.25,0.35,0.0002503808539517649,0.0002507787562120445,0.00021650271694276246,0.0002392207757021906
4,56,20,0.55,0.65,0.00023565049338122868,0.0003137214727698956,0.00031576040699179964,0.00028837745771430795
4,76,19,0.75,0.5,0.00024736818037454644,0.0001754282643604832,0.00027396891767308973,0.00023225512080270647
4,50,43,0.45,0.2,0.00022497668311707852,0.00042562504576804105,0.0004065704080634669,0.0003523907123161955
4,18,36,0.25,0.85,0.0005061015630740962,0.0007040761201047852,0.0006029685767015847,0.000604382086626822
4,79,32,0.8,0.7,0.00023244471946615164,0.00025590129998434574,0.00025302465275314767,0.000247123557401215
4,27,23,0.35,0.35,0.0005544952098470723,0.000455249283884962,0.0006381136128658371,0.0005492860355326238
4,79,10,0.85,0.85,0.00021452436091004556,0.00027594923893961565,0.00019349314233910175,0.000227988914062921
4,82,10,0.8,0.4,0.00030589228108068856,0.00014451523170269653,0.00031093564291934106,0.0002537810519009087
4,25,55,0.35,0.4,0.00045830645844960327,0.0004873134914027688,0.00064405896332978,0.0005298929710607173
4,79,56,0.7,0.6,0.00029687359823407644,0.00036232196497837377,0.00024347019172549222,0.00030088858497931414
4,17,23,0.65,0.55,0.0004201863728814925,0.0004226967619563593,0.0006343006010974539,0.0004923945786451019
4,60,27,0.6,0.45,0.0003106446462665946,0.00026916047781433416,0.00039984377806287497,0.0003265496340479346
4,90,22,0.2,0.2,0.0001805711700475776,0.00022467955341909374,0.00018015484172786977,0.00019513518839818036
4,31,50,0.6,0.75,0.0004630936456021806,0.0006504172021029597,0.00047302186963968373,0.0005288442391149414
4,54,94,0.5,0.1,0.0002706332390385313,0.0004207562886926197,0.00027647138359329637,0.0003226203037748158
4,92,94,0.6,0.9,0.00024039792262231519,0.0004164602055409805,0.0002584596249281257,0.00030510591769714046
4,97,83,0.4,0.65,0.00018354309464621577,0.00021668796558554915,0.00029659829174258356,0.00023227645065811617
4,57,98,0.15,0.7,0.00031786242590728375,0.0003128251095309287,0.00027939814435584687,0.00030336189326468643
4,15,34,0.35,0.65,0.0007756850405304938,0.0007452597592898513,0.0006837272970217356,0.0007348906989473603
4,89,37,0.65,0.8,0.00022499131514863713,0.0002841309780209078,0.00033879228388669635,0.00028263819235208043
4,10,87,0.45,0.75,0.000668672215979077,0.0011634918344690937,0.0008633816183571397,0.0008985152229351034
4,38,17,0.45,0.65,0.00043040866099600117,0.0004584068767361782,0.00029007549973181224,0.00039296367915466385
4,13,74,0.15,0.9,0.0007905834162086622,0.0005997100273385791,0.0009267507201771163,0.000772348054574786
4,16,79,0.8,0.4,0.0006075315083579891,0.0008954548289303033,0.0009100817388603966,0.0008043560253828963
4,43,64,0.85,0.55,0.00031047776495737867,0.0004468587600303664,0.0004161751577602124,0.00039117056091598584
4,17,41,0.8,0.35,0.000715486884542843,0.0007263429344826766,0.0008748254710630177,0.0007722184300295124
4,39,62,0.4,0.35,0.00042694818742222695,0.0003018575219882469,0.00024870461695700175,0.0003258367754558252
4,51,11,0.2,0.7,0.0002640265156286792,0.0003992674329410806,0.000463103347857291,0.0003754657654756836
4,55,97,0.1,0.4,0.00023724509601782962,0.0004022265913030121,0.00026034294835464156,0.00029993821189182773
4,10,95,0.55,0.45,0.0008590768892716982,0.0008570813809969935,0.0008637433473675238,0.0008599672058787385
4,30,87,0.2,0.85,0.00035073149783806934,0.0005384001869837007,0.00040678619284681417,0.00043197262588952806
4,69,95,0.45,0.65,0.00025532789506593767,0.0002586525028374642,0.00034072479082772333,0.00028490172957704174
4,10,82,0.85,0.15,0.0006171710829146471,0.0009651232762104556,0.0007815160455361125,0.0007879368015537384
4,27,69,0.2,0.85,0.0005104197542336042,0.00039131331442801565,0.00047442722965654327,0.0004587200994393877
4,80,95,0.25,0.75,0.0002659728158247443,0.00022432017492773904,0.0002505001421751474,0.00024693104430921026
4,20,41,0.4,0.55,0.0006358472451282737,0.000535475161284743,0.0008107341451543681,0.0006606855171891283
4,43,15,0.25,0.25,0.00044521803496924695,0.00025680524309071306,0.00035728324076908513,0.00035310217294301505
4,92,54,0.25,0.65,0.00021440991293653067,0.0002686819970157406,0.0001699143401628911,0.00021766875003838745
4,14,56,0.45,0.15,0.0007535348757263804,0.0008665081348766257,0.000943086067636878,0.0008543763594132947
4,81,35,0.75,0.1,0.00029149031930383873,0.0001364271384174942,0.00024810443221995326,0.00022534062998042873
5,46,20,0.7,0.45,0.0005583647206388459,0.0005998660726154181,0.0005742355175432645,0.0005774887702658429
5,38,59,0.7,0.35,0.0008016926734218804,0.0005593307937001718,0.0007282064552854156,0.0006964099741358226
5,62,27,0.6,0.65,0.0007149239498548537,0.0005297293538401165,0.0005678875647309178,0.000604180289475296
5,29,48,0.75,0.2,0.0008532367452243478,0.0010064028425607607,0.000854428187711781,0.0009046892584989632
5,68,65,0.3,0.45,0.0004423070609119589,0.0005104405753829366,0.000585662336907225,0.0005128033244007069
5,88,41,0.6,0.9,0.0004593468028873948,0.00033853642308570575,0.0005311195584545292,0.00044300092814254327
5,16,32,0.6,0.25,0.0019384935258812547,0.0008582483441832295,0.001098817905476182,0.001298519925180222
5,61,11,0.55,0.8,0.0006554675333875076,0.000539725300802929,0.0005338890183685246,0.0005763606175196537
5,63,87,0.6,0.75,0.00048678659323236895,0.000562876646501273,0.0005347170163506193,0.0005281267520280871
5,54,63,0.3,0.15,0.0005837247715162475,0.0004653924810083393,0.0005057673688699943,0.0005182948737981937
5,43,95,0.75,0.8,0.0005491274630346904,0.0007146573176079057,0.0005279866425311058,0.0005972571410579006
5,50,67,0.4,0.1,0.0005336229197060866,0.0006198464771048212,0.0005354059196007316,0.0005629584388038797
5,56,10,0.65,0.5,0.0004398693715454982,0.0004991775241758728,0.0005804753949253671,0.0005065074302155794
5,70,65,0.7,0.35,0.000528303463130278,0.00044725752397792307,0.00043743934066546586,0.000471000109257889
5,17,55,0.8,0.35,0.0012659333084070051,0.0008608921610913783,0.0006114534873856714,0.0009127596522946849
5,61,39,0.55,0.55,0.0005512695584787702,0.00044413656769196064,0.0005490344707455574,0.0005148135323054295
5,86,46,0.45,0.9,0.0003840666159916628,0.0004753513680688243,0.0003359512425888528,0.0003984564088831133
5,98,10,0.8,0.7,0.00048607929071785294,0.0004976247626756053,0.0004126456024567404,0.00046544988528339953
5,66,10,0.65,0.35,0.0003715608043108054,0.000692517017271535,0.0007156975753445372,0.0005932584656422926
5,37,81,0.4,0.6,0.0007978985284713552,0.0006632350372117041,0.0008618464487397809,0.00077432667147428
5,94,52,0.35,0.8,0.00041170066294148044,0.0004324407008598069,0.0003410460604825888,0.000395062474761292
5,42,69,0.2,0.55,0.0007866784811398353,0.0005764655356759602,0.0005566228633380188,0.0006399222933846047
5,76,88,0.35,0.45,0.0005966919957851868,0.00032808812450821345,0.0004913688136054806,0.0004720496446329603
5,59,74,0.5,0.3,0.0007136951132544062,0.000507597310059657,0.0005730878233334291,0.0005981267488824974
5,60,47,0.4,0.1,0.00048212140022800554,0.0005597186045260688,0.0004934570045537212,0.0005117656697692652
5,16,20,0.8,0.9,0.0010574113023059245,0.0012414033324083529,0.0018418987669823056,0.0013802378005655276
5,92,31,0.9,0.85,0.0003254958157824367,0.00038924912038067194,0.0004516798113772674,0.00038880824918012535
5,87,87,0.65,0.7,0.0004368642899832964,0.000400835172725586,0.00043023536241948435,0.0004226449417094556
5,58,29,0.2,0.4,0.0006078033981784942,0.0005731114098945084,0.0004969631722972906,0.000559292660123431
5,83,38,0.8,0.8,0.00042071678131348766,0.0005531648483629303,0.0004941318031649738,0.0004893378109471306
5,66,27,0.7,0.2,0.000509543092801587,0.0004979898224863194,0.0005589648591768775,0.0005221659248215946
5,24,55,0.7,0.15,0.0010551249375467114,0.0010294243520223428,0.0008517819979281527,0.0009787770958324022
5,41,83,0.8,0.1,0.0005427341335063202,0.0008892144468802266,0.0007558189487388151,0.0007292558430417873
5,65,84,0.7,0.4,0.0005162067327964814,0.0004895136640830772,0.0005559756065281196,0.000520565334469226
5,14,87,0.9,0.4,0.0009792141930667908,0.0011446213118622567,0.0007893441715362409,0.0009710598921550961
5,14,33,0.4,0.8,0.001071351576944865,0.002141900088644136,0.0010307892227506693,0.0014146802961132233
5,69,59,0.35,0.4,0.0006249394025845956,0.0005461302414095787,0.00024832817927304685,0.00047313260775574034
5,34,45,0.15,0.35,0.0008251849225033026,0.0007568298236574761,0.0005962513674767911,0.0007260887045458566
5,80,37,0.25,0.65,0.0006209298004661579,0.0004277062485456562,0.0006138519691013672,0.0005541626727043938
5,89,29,0.9,0.1,0.0004359798864765896,0.0004974201616952251,0.0004889474677726019,0.00047411583864813883
5,63,41,0.65,0.45,0.000451932916895062,0.0004552730607950556,0.000499290976363656,0.0004688323180179245
5,33,24,0.7,0.6,0.0006870674000605537,0.0007009796234408172,0.0007934160860919443,0.0007271543698644384
5,40,77,0.4,0.85,0.0005690162781215174,0.0005812222848446819,0.0008002548955208105,0.0006501644861623366
5,82,31,0.45,0.25,0.00047189650391425697,0.0004931987606696248,0.0005366472471299011,0.0005005808372379276
5,94,70,0.75,0.85,0.00043023009672138457,0.0004660077201610463,0.0004803398273266757,0.00045885921473636887
5,26,41,0.65,0.2,0.0009582182264577938,0.001147550712675069,0.0007455266452899983,0.000950431861474287
5,27,93,0.55,0.55,0.0010521096968473115,0.001046093514919591,0.0005849170320010172,0.0008943734145893065
5,26,22,0.7,0.8,0.0007548550751606126,0.0007008070832778407,0.0008579595228880993,0.0007712072271088508
5,61,53,0.35,0.45,0.0005641809763948097,0.0006120716768633627,0.0005585619611670201,0.0005782715381417308
5,53,64,0.7,0.4,0.0005776832327961529,0.0006731810454944365,0.0005631947578659535,0.0006046863453855142
6,41,68,0.65,0.7,0.003479476988196936,0.007061059468615516,0.004916714248581658,0.005152416901798036
6,61,46,0.4,0.35,0.0030320639993857007,0.004355016633491013,0.004619742242634367,0.004002274291837027
6,15,25,0.4,0.4,0.011548885306540399,0.013350452736489257,0.013160194601991831,0.01268651088167383
6,21,74,0.55,0.1,0.006768332052287468,0.008706804408281865,0.01063637178264018,0.008703836081069838
6,49,75,0.9,0.85,0.009315316683752739,0.005828614953593436,0.00466080372824175,0.006601578455195975
6,76,11,0.7,0.9,0.0027465554383229313,0.003121766359301212,0.003687700160370691,0.0031853406526649447
6,91,84,0.15,0.75,0.002416213055924807,0.00398208069966402,0.004911809325238561,0.003770034360275796
6,40,15,0.45,0.75,0.005434484477666743,0.0038095052952624303,0.008082352377126109,0.0057754473833517605
6,22,97,0.15,0.3,0.01169862533341677,0.009316800515356771,0.00898832242367685,0.01000124942415013
6,91,61,0.6,0.4,0.002566972388941491,0.0036052206909240325,0.004413209914643251,0.003528467664836258
6,85,38,0.35,0.1,0.005018593543112307,0.0036016877268692654,0.0024256645133969024,0.0036819819277928247
6,93,17,0.2,0.55,0.002790849889586222,0.0035709884196352404,0.003940487985758773,0.003434108764993412
6,98,77,0.4,0.7,0.005251117657019702,0.004283279612909988,0.003814710148953973,0.004449702472961221
6,88,38,0.3,0.15,0.0032513730313512845,0.0037625031437908546,0.002481843902484085,0.003165240025875408
6,19,86,0.6,0.2,0.013509613710651153,0.011622456704382764,0.01302918775576864,0.012720419390267518
6,37,62,0.15,0.9,0.008785987943923865,0.0029703877358965153,0.00946818525018124,0.007074853643333874
6,96,24,0.45,0.45,0.00191755314687779,0.004400058813524982,0.005285651590789905,0.003867754517064226
6,97,62,0.2,0.35,0.0030584806150208838,0.003414330764340903,0.0026642041659426935,0.003045671848434827
6,31,13,0.25,0.25,0.010926188465125719,0.009706964937802251,0.008029884033134455,0.009554345812020809
6,23,74,0.4,0.85,0.011793997842092771,0.009619915592047515,0.007455675445534535,0.00962319629322494
6,28,54,0.6,0.75,0.007869389723920608,0.010637079972290298,0.007881345915283236,0.008795938537164713
6,13,96,0.25,0.85,0.01575880147052376,0.014363310451976571,0.013896828725984578,0.014672980216161638
6,99,65,0.25,0.3,0.0012697588483440575,0.004814564623174242,0.0033525673017576613,0.0031456302577586534
6,71,30,0.9,0.15,0.0052474538651029745,0.0028126254398944256,0.0024622011846834324,0.003507426829893611
6,83,96,0.5,0.45,0.00373832104126659,0.0021563456715544826,0.002423670166475475,0.002772778959765516
6,17,21,0.7,0.15,0.020483906882038216,0.01196841844594497,0.007553399449682779,0.013335241592555322
6,72,91,0.2,0.85,0.0046978781492870575,0.003953616259892087,0.0032080184157169817,0.003953170941632042
6,48,74,0.2,0.9,0.005162681413839784,0.004171204728217054,0.007239118753889565,0.005524334965315468
6,96,61,0.9,0.45,0.0019885408460757897,0.0034745705323671605,0.003520546324287055,0.0029945525675766685
6,68,34,0.75,0.15,0.003788891790478144,0.0057866245576908976,0.005298713080845813,0.004958076476338284
6,36,51,0.4,0.3,0.004928168760222104,0.0035378516591563075,0.008351382731663734,0.005605801050347382
6,25,51,0.75,0.35,0.010902631898204299,0.0072824903414290265,0.00943673539430151,0.009207285877978278
6,55,69,0.45,0.1,0.0037146670729115427,0.004626208097757975,0.0036341507540251228,0.003991675308231547
6,21,36,0.6,0.45,0.012048701002969397,0.007206986640732396,0.01002822500314085,0.009761304215614214
6,59,47,0.6,0.25,0.0031493891137024804,0.0039256553001810746,0.0042759540203393676,0.003783666144740974
6,26,46,0.6,0.4,0.007972525423611515,0.013375203181336684,0.01232812662946077,0.011225285078136324
6,60,65,0.75,0.7,0.005923151453922262,0.005712956116917592,0.005065470595330662,0.005567192722056839
6,12,44,0.9,0.3,0.009981352883669567,0.014600721470610575,0.01270392201861184,0.012428665457630661
6,81,76,0.15,0.45,0.003681713521565405,0.004814180129827081,0.0026052583859642875,0.0037003840124522577
6,10,94,0.35,0.3,0.01399882024520771,0.016629227501469654,0.018443621637680943,0.016357223128119436
6,91,79,0.9,0.3,0.0016075083146907115,0.004176986824423343,0.00420247871445649,0.0033289912845235145
6,16,23,0.3,0.75,0.016161239390855286,0.013627223832598664,0.008183972725439179,0.012657478649631043
6,89,99,0.15,0.65,0.002831137735212777,0.006255288304110346,0.0043854250913221565,0.004490617043548427
6,23,15,0.15,0.15,0.008834242752127186,0.008331333564566099,0.009994673011261807,0.009053416442651696
6,31,68,0.4,0.8,0.006536654841317602,0.007162622221838041,0.00877374529153116,0.007491007451562268
6,13,40,0.6,0.9,0.010801144894999698,0.016387957356432864,0.016080527238008582,0.014423209829813715
6,34,34,0.35,0.6,0.00809500585788879,0.005367882803135146,0.007950220041523723,0.00713770290084922
6,39,70,0.6,0.3,0.00678644501197731,0.007497878204855535,0.007216122051900517,0.007166815089577787
6,93,17,0.75,0.5,0.0032574072794519376,0.0030616110696326387,0.003884854116783784,0.0034012908219561203
6,82,73,0.7,0.9,0.003984571600449266,0.00273366288468857,0.0013456228305675222,0.002687952438568453
7,55,28,0.45,0.9,5.663983857217259e-05,0.00010296798034630062,0.0001654085975415268,0.00010833880548666667
7,77,49,0.6,0.8,0.00014793092653770553,5.0216793638482076e-05,4.5535381673357745e-05,8.122770061651511e-05
7,99,17,0.5,0.3,2.110091377096234e-05,2.245054620884845e-05,5.615345695568536e-05,3.323497231183205e-05
7,48,68,0.65,0.7,0.00012837648351813268,0.0002733200475989613,0.00021527894269122346,0.00020565849126943914
7,35,55,0.5,0.5,9.55195304132539e-05,0.00013363207269673476,0.0008233921607660919,0.0003508479212920269
7,49,18,0.75,0.9,0.00020282182370670446,8.694759036471769e-05,7.434651830154109e-05,0.00012137197745765442
7,65,62,0.45,0.1,0.00013833078328744964,4.881246002248221e-05,0.00017928963440228397,0.0001221442925707386
7,93,44,0.45,0.7,4.630695854286443e-05,3.2358008093518935e-05,2.699139495537994e-05,3.521878719725444e-05
7,21,96,0.65,0.85,0.0008698180515153951,0.0009892670029257552,0.0013146848963024019,0.0010579233169145175
7,62,72,0.9,0.55,4.150767904047475e-05,0.00014702684190244687,9.59551629846374e-05,9.482989464251968e-05
7,86,12,0.2,0.35,4.4325529762457304e-05,5.30140020453079e-06,3.350927400212172e-05,2.7712067989703272e-05
7,75,68,0.5,0.6,4.143818011650114e-05,4.345183840862516e-05,2.579246560685327e-05,3.6894161377326523e-05
7,82,73,0.25,0.65,5.7780052954947155e-05,6.55877606598611e-05,2.398592307895109e-05,4.911791223125312e-05
7,23,53,0.8,0.55,0.0002744707904189221,0.0007823117334918657,0.000700827408689485,0.0005858699775334243
7,82,67,0.4,0.3,1.4956490778215475e-05,0.00011300807640705619,2.9327500335218354e-05,5.243068917349668e-05
7,82,55,0.6,0.4,5.5010765371977334e-05,5.190691828688872e-05,5.3904231429546036e-05,5.36073050294707e-05
7,52,80,0.1,0.25,0.00014893527554754138,0.00018970165130650907,6.758754165572403e-05,0.00013540815616992484
7,96,84,0.2,0.4,8.812499137285607e-05,1.9360853968201333e-05,2.868990369374066e-06,3.678494523681049e-05
7,54,72,0.8,0.25,9.227026370323803e-05,0.00024872324720980244,0.00026752013990685546,0.000202837883606632
7,96,83,0.4,0.4,4.711976355254338e-05,7.319138561862586e-05,8.763341230647513e-05,6.931485382588146e-05
7,19,20,0.25,0.75,0.0008783294285534989,0.0010693233725296316,0.00048797052062548083,0.0008118744405695371
7,85,20,0.35,0.15,0.00011132017418599267,9.062965149211655e-05,0.00012813425100550413,0.00011002802556120445
7,26,84,0.75,0.15,0.0013241935008885591,0.00044035125965035635,0.0005659438764970041,0.0007768295456786399
7,42,47,0.45,0.85,0.00021493146901065848,0.00020807864048672949,0.00015861465185000514,0.00019387492044913103
7,31,81,0.5,0.2,0.00016639056883249368,0.00045872180851882095,0.0004047517499324552,0.0003432880424279233
7,14,91,0.5,0.1,0.0025114251461649845,0.001308907411743454,0.0029150405320581313,0.00224512436332219
7,59,20,0.7,0.5,0.00016471479019735018,8.477747908845419e-05,7.521450033913991e-05,0.00010823558987498142
7,69,86,0.6,0.75,0.00010436437730586097,0.00011256464324017216,4.3079712664279436e-05,8.666957773677085e-05
7,51,64,0.4,0.2,0.0003945318024347647,0.00012610413270562664,0.00020808099952925518,0.00024290564488988216
7,93,98,0.15,0.8,9.864464663072467e-06,7.561047716914184e-05,6.755286847193009e-05,5.1009270101381466e-05
7,37,68,0.4,0.6,6.896152585219598e-05,0.00017740258047493665,0.00022114848969530457,0.0001558375320074791
7,42,34,0.5,0.35,0.00015259350473592736,0.00020316855192721353,0.00015850965651857928,0.00017142390439390674
7,46,48,0.2,0.7,0.00028082582005538033,0.00024782099274484656,0.0003390162265839916,0.00028922101312807284
7,88,54,0.4,0.7,8.403335565946005e-05,7.52452761974255e-06,7.438141399721351e-06,3.2998674892974654e-05
7,28,36,0.25,0.2,0.0004790319663264266,0.000597659651241326,0.0002958879990486802,0.0004575265388721443
7,17,66,0.7,0.35,0.0015827426576624296,0.0004275105326400682,0.001021841925472876,0.0010106983719251246
7,34,67,0.8,0.9,0.00031747861549363826,0.00028339155620853054,9.713071771461193e-05,0.0002326669631389269
7,49,37,0.2,0.6,8.551470673097621e-05,9.630584270192396e-05,0.00010869958898150872,9.68400461381363e-05
7,61,90,0.4,0.65,9.288455825574152e-05,0.00034210694305003564,0.00010841953900169784,0.00018113701343582501
7,40,81,0.5,0.3,0.0003179326980025747,0.0001772555455277205,0.00045091408648949765,0.00031536744333993095
7,70,98,0.8,0.65,8.278522240769098e-05,4.3263199136757596e-05,5.6720132667469566e-05,6.092285140397272e-05
7,75,44,0.2,0.75,7.801940266784094e-05,7.918017609038774e-05,6.890753444852177e-05,7.536903773558349e-05
7,46,63,0.8,0.65,0.00017910235812428226,0.00012121329574108868,0.00021705304636320753,0.00017245623340952617
7,45,11,0.9,0.7,9.639688401098764e-05,0.00023250665350855987,0.0005679727181875904,0.0002989587519023793
7,74,33,0.55,0.2,0.00010927465131489173,3.3470534754551705e-05,0.00012186827726404772,8.820448777783039e-05
7,99,66,0.15,0.25,7.370158350904935e-05,4.283657268593551e-05,4.517384860505877e-05,5.3904001600014545e-05
7,24,65,0.7,0.1,0.0007956547777636631,0.00043966121428471204,0.0005774634073045838,0.0006042597997843196
7,96,50,0.1,0.4,6.613062571874443e-05,3.898689800912498e-05,2.3144003460982685e-05,4.275384239628403e-05
7,13,98,0.75,0.6,0.0016298937358613502,0.000650560621626013,0.0014436523992544766,0.0012413689189139465
7,30,60,0.15,0.7,0.00013820137439485365,0.0005661533626722588,0.0003488402155747823,0.00035106498421396494
8,61,38,0.35,0.85,0.007120186598247282,0.008982930907025446,0.0064613169315637705,0.007521478145612166
8,44,52,0.35,0.35,0.008328431996975074,0.011522789909519337,0.009899049282761073,0.00991675706308516
8,53,29,0.45,0.5,0.005237568514506236,0.007408615362912279,0.007213067992672857,0.006619750623363791
8,20,94,0.8,0.25,0.009239071805780498,0.015325448335501672,0.012466775421648027,0.012343765187643399
8,38,33,0.25,0.4,0.010883283618415219,0.006356690530860324,0.01071434194579153,0.009318105365022358
8,25,73,0.8,0.2,0.009409522410345107,0.01239285665263441,0.011750710420870957,0.011184363161283491
8,78,24,0.2,0.4,0.005742615004803837,0.006446457840985622,0.005737014670929509,0.00597536250557299
8,75,13,0.5,0.25,0.00548151094310517,0.005092163887895292,0.0046907323427636165,0.005088135724588026
8,12,64,0.15,0.15,0.01686080594638768,0.014834824709561415,0.01237342131791713,0.01468968399128874
8,51,60,0.45,0.75,0.006839369272451563,0.006362737815116251,0.007294913679804484,0.006832340255790765
